,Index,Headline,Sentiment_label,processed_text
1772,1775,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1773,1776,"UK retail sales drop by 19.1% in April,NEG
1777,UK manufacturing output at lowest since 2008""",NEG,april neg uk retail sale drop manufacturing output lowest since
1774,1778,UK services PMI at historic low,NEG,pmi uk service historic low
1775,1779,"UK construction output at record low,NEG
1780,UK retail sales plummet to historic lows""",NEG,neg uk construction output record low retail sale plummet historic low
1776,1781,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1777,1782,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1778,1783,UKientas an economy shrinks at fastest pace in a century,NEG,ukientas economy shrink fastest pace century
1779,1784,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1780,1785,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1781,1785,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1782,1786,UK construction PMI at historic low,NEG,pmi uk construction historic low
1783,1787,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1784,1788,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1785,1789,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1786,1790,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1787,1791,UKSRV PMI at all-time low,NEG,uksrv pmi low
1788,1792,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1789,1793,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1790,1794,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1791,1795,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1792,1796,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1793,1797,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1794,1798,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1795,1799,UK services sector activity at historic low,NEG,uk service sector activity historic low
1796,1800,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1797,1811,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1798,1812,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1799,1813,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1800,1814,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1801,1815,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1802,1816,UK construction output at historic low,NEG,uk construction output historic low
1803,1817,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1804,1818,"UK unemployment claims surge by856,000,NEG
1819,UK economy faces deepest recession in centuries""",NEG,neg uk unemployment claim surge economy face deepest recession century
1805,1820,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1806,1821,UK manufacturing sector lowest at lowest level ever,NEG,uk manufacturing sector lowest lowest level ever
1807,1822,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1808,1823,UK construction PMI at all-time low,NEG,pmi uk construction low
1809,1824,UK retail footfall down 90% in April,NEG,uk retail footfall april
1810,1825,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1811,1826,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1812,1827,UK manufacturing output at lowest since 2008,NEU,uk manufacturing output lowest since
1813,1828,UK services PMI at historic low,NEG,pmi uk service historic low
1814,1829,UK construction output at record low,NEG,uk construction output record low
1815,1830,"UK retail sales plummet to historic lows,NEG
1831,UK unemployment claims soar to 1.8m""",NEG,neg uk retail sale plummet historic low unemployment claim soar
1816,1832,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1817,1833,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1818,1834,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1819,1835,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1820,1836,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1821,1837,UK construction PMI at historic low,NEG,pmi uk construction historic low
1822,1838,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1823,1839,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1824,1840,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1825,1841,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1826,1842,UK services PMI at all-time low,NEG,pmi uk service low
1827,1843,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1828,1844,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1829,1845,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1830,1846,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1831,1847,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1832,1848,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1833,1849,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1834,1850,UK services sector activity at historic low,NEG,uk service sector activity historic low
1835,1851,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1836,1852,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1837,1853,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1838,1854,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1839,1855,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1840,1856,UK services PMI at lowest level since 1966,NEG,pmi uk service lowest level since
1841,1857,UK construction output at historic low,NEG,uk construction output historic low
1842,1858,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1843,1859,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1844,1860,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1845,1861,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1846,1862,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1847,1863,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1848,1864,UK construction PMI at all-time low,NEG,pmi uk construction low
1849,1865,UK retail footfall down 90% in April,NEG,uk retail footfall april
1850,1866,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1851,1867,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1852,1868,UK manufacturing output at lowest since 1966,NEG,uk manufacturing output lowest since
1853,1869,UK services PMI at historic low,NEG,pmi uk service historic low
1854,1870,UK construction output at record low,NEG,uk construction output record low
1855,1871,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1856,1872,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1857,1873,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1858,1874,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1859,1875,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1860,1876,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1861,1877,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1862,1878,UK construction PMI at historic low,NEG,pmi uk construction historic low
1863,1879,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1864,1880,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1865,1881,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1866,1882,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1867,1883,UK services PMI at all-time low,NEG,pmi uk service low
1868,1884,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1869,1885,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1870,1886,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1871,1887,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1872,1888,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1873,1889,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1874,1890,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1875,1891,UK services sector activity at historic low,NEG,uk service sector activity historic low
1876,1892,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1877,1893,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1878,1894,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1879,1895,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1880,1896,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1881,1897,UK services PMI at lowest level since 1966,NEG,pmi uk service lowest level since
1882,1898,UK construction output at historic low,NEG,uk construction output historic low
1883,1899,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1884,1900,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1885,1901,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1886,1902,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1887,1903,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1888,1904,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1889,1905,UK construction PMI at all-time low,NEG,pmi uk construction low
1890,1906,UK retail footfall down 90% in April,NEG,uk retail footfall april
1891,1907,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1892,1908,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1893,1909,UK manufacturing output at lowest since 1966,NEG,uk manufacturing output lowest since
1894,1910,UK services PMI at historic low,NEG,pmi uk service historic low
1895,1911,UK construction output at record low,NEG,uk construction output record low
1896,1912,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1897,1913,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1898,1914,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1899,1915,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1900,1916,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1901,1917,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1902,1918,UK services sector activity at lowest since 1966,NEG,uk service sector activity lowest since
1903,1919,UK construction exports at historic low,NEG,uk construction export historic low
1904,1920,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1905,1921,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1906,1922,UK retail sales slump by 19.18% in April,NEG,uk retail sale slump april
